Time (CAT);Open;High;Low;Close;Volume 
2014-12-01 00:00:00;118,769;121,689;117,878;121,546;579806,35
2014-12-08 00:00:00;121,598;121,854;117,447;118,849;758119,58
2014-12-15 00:00:00;118,696;119,626;115,574;119,575;785401,49
2014-12-22 00:00:00;119,562;120,83;119,318;120,427;277121,31
2014-12-29 00:00:00;120,376;120,743;118,868;120,561;321119,02
2015-01-05 00:00:00;120,519;120,662;118,056;118,554;740074,24
2015-01-12 00:00:00;118,348;119,32;115,858;117,667;960139,95
2015-01-19 00:00:00;117,477;118,87;116,93;117,809;729721,7
2015-01-26 00:00:00;117,531;118,662;117,265;117,555;696774,65
2015-02-02 00:00:00;116,995;119,225;116,879;119,145;658918,47
2015-02-09 00:00:00;119,046;120,483;118,335;118,854;638359,13
2015-02-16 00:00:00;118,467;119,419;118,241;119,086;535340,31
2015-02-23 00:00:00;119,12;119,842;118,63;119,685;517787,04
2015-03-02 00:00:00;119,745;121,286;119,384;120,853;542434,42
2015-03-08 23:00:00;120,881;122,029;120,615;121,426;695887,87
2015-03-15 23:00:00;121,464;121,523;119,315;120,053;577574,62
2015-03-22 23:00:00;119,942;120,168;118,332;119,148;646851,53
2015-03-29 23:00:00;119,24;120,368;118,725;119,027;518324,31
2015-04-05 23:00:00;118,926;120,741;118,804;120,212;480677,95
2015-04-12 23:00:00;120,356;120,847;118,571;118,951;549070,55
2015-04-19 23:00:00;119,018;120,096;118,531;119,008;582632,53
2015-04-26 23:00:00;118,921;120,29;118,5;120,248;554801,8
2015-05-03 23:00:00;120,254;120,506;119,061;119,811;511327,66
2015-05-10 23:00:00;119,664;120,28;118,891;119,253;550088,88
2015-05-17 23:00:00;119,312;121,587;119,273;121,584;560738,72
2015-05-24 23:00:00;121,509;124,465;121,448;124,167;562197,25
2015-05-31 23:00:00;124,093;125,859;123,756;125,657;656225,08
2015-06-07 23:00:00;125,629;125,686;122,463;123,454;674180,54
2015-06-14 23:00:00;123,246;124,455;122,481;122,715;535414,82
2015-06-21 23:00:00;122,983;124,378;122,565;123,908;512370,64
2015-06-28 23:00:00;122,778;123,744;121,943;122,927;586104,79
2015-07-05 23:00:00;121,969;122,932;120,419;122,86;653297,66
2015-07-12 23:00:00;122,211;124,234;122,199;124,122;497153,61
2015-07-19 23:00:00;124,042;124,478;123,575;123,832;381381,35
2015-07-26 23:00:00;123,774;124,583;123,012;123,924;431998,19
2015-08-02 23:00:00;123,92;125,072;123,803;124,347;399874,94
2015-08-09 23:00:00;124,187;125,283;123,794;124,358;422274,03
2015-08-16 23:00:00;124,394;124,577;121,821;122,09;510093,81
2015-08-23 23:00:00;121,939;122,04;116,205;121,735;1018543,79
2015-08-30 23:00:00;121,688;121,701;118,625;119,037;756499,45
2015-09-06 23:00:00;118,935;121,329;118,804;120,606;745975,16
2015-09-13 23:00:00;120,578;121,002;119,058;120,02;733254,3
2015-09-20 23:00:00;120,139;121,239;119,228;120,614;750695,89
2015-09-27 23:00:00;120,547;120,602;118,685;119,954;879799,41
2015-10-04 23:00:00;120,019;120,571;119,628;120,292;687046,96
2015-10-11 23:00:00;120,198;120,272;118,066;119,475;551166,58
2015-10-18 23:00:00;119,42;121,492;119,144;121,491;554878,74
2015-10-25 23:00:00;121,451;121,515;120,068;120,645;605860,06
2015-11-02 00:00:00;120,38;123,285;120,261;123,203;525028,22
2015-11-09 00:00:00;123,308;123,605;122,448;122,606;529528,58
2015-11-16 00:00:00;122,264;123,763;122,231;122,774;550009,29
2015-11-23 00:00:00;122,909;123,263;122,26;122,837;430319,57
2015-11-30 00:00:00;122,821;123,673;122,3;123,13;598803,72
2015-12-07 00:00:00;123,231;123,479;120,583;121,005;610773,54
2015-12-14 00:00:00;121,167;123,57;120,346;121,18;738864,08
2015-12-21 00:00:00;121,265;121,507;120,063;120,328;355283,06
2015-12-28 00:00:00;120,228;120,657;120,007;120,303;267272,82
2016-01-04 00:00:00;120,233;120,469;117,232;117,271;845219,43
2016-01-11 00:00:00;117,232;118,382;116,512;117,057;981132,3
2016-01-18 00:00:00;116,77;118,878;115,976;118,805;1018360,47
2016-01-25 00:00:00;118,683;121,689;117,66;121,137;916751,63
2016-02-01 00:00:00;121,349;121,497;116,307;116,863;976192,4
2016-02-08 00:00:00;116,867;117,528;110,992;113,253;1256440,18
2016-02-15 00:00:00;113,424;114,878;112,311;112,598;879826,2
2016-02-22 00:00:00;112,584;114,001;111,047;113,993;911547,94
2016-02-29 00:00:00;113,985;114,557;112,163;113,792;959525,64
2016-03-07 00:00:00;113,967;114,449;112,23;113,854;971332,53
2016-03-13 23:00:00;113,979;114,152;110,671;111,564;872381,34
2016-03-20 23:00:00;111,613;113,329;111,226;113,128;645944,82
2016-03-27 23:00:00;113,226;113,805;111,59;111,654;700322,17
2016-04-03 23:00:00;111,644;111,806;107,67;108,094;875264,31
2016-04-10 23:00:00;108,094;109,737;107,636;108,779;726885,78
2016-04-17 23:00:00;108,212;111,825;107,841;111,805;794572,19
2016-04-24 23:00:00;111,904;111,904;106,284;106,355;912222,95
2016-05-01 23:00:00;106,259;107,503;105,551;107,184;733284,28
2016-05-08 23:00:00;107,084;109,559;107,075;108,651;720193,82
2016-05-15 23:00:00;108,694;110,59;108,473;110,221;642939,47
2016-05-22 23:00:00;110,199;110,45;109,114;110,341;618224,61
2016-05-29 23:00:00;110,433;111,451;106,515;106,539;782691,83
2016-06-05 23:00:00;106,602;107,905;106,259;106,968;766859,63
2016-06-12 23:00:00;106,894;106,896;103,554;104,163;904549,64
2016-06-19 23:00:00;104,748;106,874;99,042;102,168;938210,46
2016-06-26 23:00:00;101,601;103,4;101,407;102,573;821874,88
2016-07-03 23:00:00;102,633;102,806;99,997;100,59;759576,48
2016-07-10 23:00:00;100,64;106,32;100,546;104,903;1072593,79
2016-07-17 23:00:00;105,402;107,494;105,276;106,149;2304044,65
2016-07-24 23:00:00;106,163;106,728;101,975;102,08;3814098,74
2016-07-31 23:00:00;102,36;102,836;100,682;101,872;3047888,95
2016-08-07 23:00:00;102,014;102,657;100,836;101,332;2079375,47
2016-08-14 23:00:00;101,237;101,458;99,544;100,24;2388574,37
2016-08-21 23:00:00;100,828;101,946;99,945;101,856;2800232,3
2016-08-28 23:00:00;102,131;104,323;101,757;103,972;2623297,9
2016-09-04 23:00:00;104,126;104,137;101,21;102,714;2985002,7
2016-09-11 23:00:00;102,576;103,358;101,424;102,322;3158592,03
2016-09-18 23:00:00;102,183;102,79;100,103;101,107;3147699,25
2016-09-25 23:00:00;101,135;101,841;100,088;101,37;3304150,68
2016-10-02 23:00:00;101,269;104,162;101,214;102,97;3220569,79
2016-10-09 23:00:00;103,359;104,638;102,813;104,195;2771491,2
2016-10-16 23:00:00;104,365;104,383;103,169;103,855;2469605,47
2016-10-23 23:00:00;103,867;105,536;103,725;104,738;848453,41
2016-10-30 23:00:00;104,487;105,232;102,552;103,132;991991,27
2016-11-07 00:00:00;104,104;106,95;101,198;106,704;1396194,35
2016-11-14 00:00:00;106,88;110,954;106,742;110,94;1223174,26
2016-11-21 00:00:00;110,96;113,9;110,273;113,287;1086123,67
2016-11-28 00:00:00;112,878;114,832;111,362;113,567;1200935,63
2016-12-05 00:00:00;113,361;115,376;112,889;115,376;998635,26
2016-12-12 00:00:00;115,423;118,667;114,744;117,996;1143670,86
2016-12-19 00:00:00;117,971;118,244;116,551;117,376;827511,25
2016-12-26 00:00:00;117,361;117,816;116,052;117,062;700340,03
2017-01-02 00:00:00;117,097;118,605;115,071;117,011;987426,69
2017-01-09 00:00:00;117,03;117,534;113,759;114,552;1335391,77
2017-01-16 00:00:00;114,356;115,622;112,577;114,645;1336350,09
2017-01-23 00:00:00;114,296;115,378;112,529;115,147;1258294,12
2017-01-30 00:00:00;114,772;114,959;112,056;112,569;1298404,87
2017-02-06 00:00:00;112,511;113,86;111,598;113,227;1112975,37
2017-02-13 00:00:00;113,59;114,96;112,621;112,82;1050344,34
2017-02-20 00:00:00;112,9;113,781;111,939;112,202;855156,44
2017-02-27 00:00:00;112,186;114,751;111,692;114,039;1015826,77
2017-03-06 00:00:00;113,93;115,505;113,561;114,852;901677,98
2017-03-12 23:00:00;114,806;115,196;112,565;112,711;871568,12
2017-03-19 23:00:00;112,741;112,899;110,629;111,357;1071947,92
2017-03-26 23:00:00;110,93;112,201;110,113;111,398;969492,47
2017-04-02 23:00:00;111,491;111,59;110,136;111,093;1093453,92
