Time (CAT);Open;High;Low;Close;Volume 
2017-06-18 23:00:00;110,869;111,603;110,731;111,526;136792,06
2017-06-19 23:00:00;111,526;111,787;111,308;111,461;155378,27
2017-06-20 23:00:00;111,461;111,739;111,068;111,386;177747,7
2017-06-21 23:00:00;111,386;111,446;110,95;111,32;173919,02
2017-06-22 23:00:00;111,32;111,43;111,155;111,264;133662,22
2017-06-25 23:00:00;111,103;111,945;111,103;111,851;134148,73
2017-06-26 23:00:00;111,851;112,465;111,461;112,348;171882,61
2017-06-27 23:00:00;112,348;112,415;111,83;112,283;197044,81
2017-06-28 23:00:00;112,28;112,925;111,812;112,17;206018,08
2017-06-29 23:00:00;112,17;112,606;111,733;112,352;182071,74
2017-07-02 23:00:00;112,058;113,471;112,058;113,376;137027,67
2017-07-03 23:00:00;113,37;113,458;112,74;113,277;135809,76
2017-07-04 23:00:00;113,274;113,686;112,825;113,255;162671,86
2017-07-05 23:00:00;113,255;113,469;112,886;113,219;160964,28
2017-07-06 23:00:00;113,219;114,179;113,105;113,894;159770,37
2017-07-09 23:00:00;113,863;114,301;113,858;114,035;122813,92
2017-07-10 23:00:00;114,028;114,494;113,718;113,931;207667,9
2017-07-11 23:00:00;113,926;113,967;112,926;113,152;293014,57
2017-07-12 23:00:00;113,153;113,527;112,86;113,276;165698,5
2017-07-13 23:00:00;113,276;113,576;112,26;112,519;173289,96
2017-07-16 23:00:00;112,442;112,867;112,328;112,621;164759,58
2017-07-17 23:00:00;112,623;112,686;111,686;112,061;185687,31
2017-07-18 23:00:00;112,064;112,231;111,554;111,968;200185,55
2017-07-19 23:00:00;111,968;112,418;111,477;111,887;200089,59
2017-07-20 23:00:00;111,888;112,077;111,012;111,121;162322,57
2017-07-23 23:00:00;111,101;111,317;110,622;111,086;154505,41
2017-07-24 23:00:00;111,086;111,958;110,828;111,885;181887,29
2017-07-25 23:00:00;111,879;112,199;111,06;111,166;194897,27
2017-07-26 23:00:00;111,166;111,711;110,781;111,227;244356,75
2017-07-27 23:00:00;111,228;111,329;110,548;110,69;192626,99
2017-07-30 23:00:00;110,629;110,774;110,215;110,253;161784,36
2017-07-31 23:00:00;110,246;110,588;109,919;110,351;205652,81
2017-08-01 23:00:00;110,356;110,984;110,283;110,725;207902,58
2017-08-02 23:00:00;110,723;110,826;109,855;110,039;175736,34
2017-08-03 23:00:00;110,039;111,048;109,845;110,662;172729,93
2017-08-06 23:00:00;110,707;110,919;110,645;110,743;144441,14
2017-08-07 23:00:00;110,743;110,829;110,248;110,312;134134,36
