Time (CAT);Open;High;Low;Close;Volume 
2014-05-12 23:00:00;102,131;102,364;102,063;102,259;74139,87
2014-05-13 23:00:00;102,26;102,291;101,722;101,89;73392,99
2014-05-14 23:00:00;101,914;102,118;101,317;101,584;105553,18
2014-05-15 23:00:00;101,586;101,674;101,365;101,537;83611,7
2014-05-18 23:00:00;101,562;101,6;101,105;101,503;83794,77
2014-05-19 23:00:00;101,503;101,601;101,191;101,33;79683,06
2014-05-20 23:00:00;101,332;101,623;100,826;101,369;99184,37
2014-05-21 23:00:00;101,369;101,818;101,359;101,739;86310,6
2014-05-22 23:00:00;101,741;102,014;101,597;101,996;76090,33
2014-05-25 23:00:00;101,96;102,054;101,842;101,938;41317,35
2014-05-26 23:00:00;101,938;102,143;101,729;101,985;87050,43
2014-05-27 23:00:00;101,983;102,034;101,639;101,852;82181,02
2014-05-28 23:00:00;101,854;101,873;101,431;101,791;84887,03
2014-05-29 23:00:00;101,795;101,848;101,496;101,804;87341,75
2014-06-01 23:00:00;101,878;102,484;101,759;102,384;94308,83
2014-06-02 23:00:00;102,384;102,555;102,274;102,511;88473,23
2014-06-03 23:00:00;102,512;102,798;102,442;102,75;99392,85
2014-06-04 23:00:00;102,757;102,77;102,341;102,415;111320,44
2014-06-05 23:00:00;102,418;102,613;102,117;102,489;100415,59
2014-06-08 23:00:00;102,534;102,65;102,378;102,529;77390,2
2014-06-09 23:00:00;102,528;102,575;102,218;102,359;93112,23
2014-06-10 23:00:00;102,359;102,395;101,865;102,078;95841,24
2014-06-11 23:00:00;102,078;102,144;101,608;101,701;94292,3
2014-06-12 23:00:00;101,701;102,14;101,66;102,064;96338,1
2014-06-15 23:00:00;102,078;102,08;101,724;101,831;77352,03
2014-06-16 23:00:00;101,835;102,244;101,82;102,149;79480,17
2014-06-17 23:00:00;102,149;102,376;101,883;101,924;80233,71
2014-06-18 23:00:00;101,924;102,004;101,742;101,942;82041,31
2014-06-19 23:00:00;101,944;102,198;101,818;102,086;53079,44
2014-06-22 23:00:00;102,107;102,138;101,82;101,933;66471,67
2014-06-23 23:00:00;101,936;102,169;101,821;101,978;55996,43
2014-06-24 23:00:00;101,978;101,988;101,627;101,868;73036,22
2014-06-25 23:00:00;101,869;101,872;101,491;101,732;75946,05
2014-06-26 23:00:00;101,733;101,743;101,317;101,466;74414,74
2014-06-29 23:00:00;101,436;101,475;101,24;101,329;65839,64
2014-06-30 23:00:00;101,334;101,595;101,296;101,525;76931,02
2014-07-01 23:00:00;101,526;101,845;101,413;101,784;74294,89
2014-07-02 23:00:00;101,782;102,273;101,767;102,196;84334,06
2014-07-03 23:00:00;102,198;102,224;101,974;102,125;56867,74
2014-07-06 23:00:00;102,076;102,204;101,788;101,867;65296,57
2014-07-07 23:00:00;101,865;101,904;101,49;101,579;70662,82
2014-07-08 23:00:00;101,579;101,866;101,45;101,643;74979,96
2014-07-09 23:00:00;101,643;101,667;101,069;101,347;94510,5
2014-07-10 23:00:00;101,348;101,407;101,219;101,291;76332,02
2014-07-13 23:00:00;101,386;101,625;101,335;101,542;61225,97
2014-07-14 23:00:00;101,542;101,75;101,438;101,688;88213,59
2014-07-15 23:00:00;101,685;101,795;101,637;101,676;61664,39
2014-07-16 23:00:00;101,671;101,703;101,142;101,176;91788,87
2014-07-17 23:00:00;101,176;101,45;101,091;101,364;90890,37
2014-07-20 23:00:00;101,345;101,402;101,199;101,398;60257,66
2014-07-21 23:00:00;101,398;101,604;101,336;101,466;71173,82
2014-07-22 23:00:00;101,466;101,555;101,318;101,488;60274,65
2014-07-23 23:00:00;101,493;101,86;101,418;101,816;68652,11
2014-07-24 23:00:00;101,816;101,941;101,717;101,857;73474,08
2014-07-27 23:00:00;101,803;101,908;101,752;101,865;74001,4
2014-07-28 23:00:00;101,865;102,16;101,825;102,126;87724,25
2014-07-29 23:00:00;102,125;103,095;102,039;102,797;108897,38
2014-07-30 23:00:00;102,797;103,007;102,726;102,799;106971,05
2014-07-31 23:00:00;102,801;103,053;102,34;102,625;118551,25
2014-08-03 23:00:00;102,577;102,731;102,408;102,568;70618,16
2014-08-04 23:00:00;102,572;102,926;102,465;102,599;74006,12
2014-08-05 23:00:00;102,601;102,643;101,786;102,108;84617,81
2014-08-06 23:00:00;102,108;102,462;102,001;102,095;92477,25
2014-08-07 23:00:00;102,099;102,145;101,514;102,075;115436,52
2014-08-10 23:00:00;102,188;102,228;102,027;102,197;73598,61
2014-08-11 23:00:00;102,193;102,366;102,094;102,266;69458,87
2014-08-12 23:00:00;102,266;102,545;102,226;102,421;77480,11
2014-08-13 23:00:00;102,424;102,658;102,313;102,452;70373,85
2014-08-14 23:00:00;102,455;102,717;102,14;102,374;81134,03
2014-08-17 23:00:00;102,34;102,597;102,25;102,571;59274,5
2014-08-18 23:00:00;102,571;102,929;102,523;102,923;58700,45
2014-08-19 23:00:00;102,923;103,851;102,896;103,762;93012,07
2014-08-20 23:00:00;103,762;103,961;103,604;103,856;76040,92
2014-08-21 23:00:00;103,856;104,197;103,504;103,972;89965,28
2014-08-24 23:00:00;104,287;104,287;103,866;104,056;63853,24
2014-08-25 23:00:00;104,06;104,174;103,75;104,069;74575,38
2014-08-26 23:00:00;104,069;104,163;103,782;103,883;76141,54
2014-08-27 23:00:00;103,883;103,925;103,558;103,728;79090,36
2014-08-28 23:00:00;103,727;104,13;103,658;104,094;71307,82
2014-08-31 23:00:00;104,2;104,355;104,104;104,353;49256,73
2014-09-01 23:00:00;104,355;105,216;104,301;105,096;97591,86
2014-09-02 23:00:00;105,096;105,313;104,744;104,791;92300,81
2014-09-03 23:00:00;104,794;105,367;104,761;105,274;97523,84
2014-09-04 23:00:00;105,27;105,71;104,686;105,101;109121,4
2014-09-07 23:00:00;105,025;106,089;104,995;106,034;106634,81
2014-09-08 23:00:00;106,034;106,475;105,948;106,203;124377,26
2014-09-09 23:00:00;106,201;106,888;106,044;106,867;135120,89
2014-09-10 23:00:00;106,865;107,2;106,643;107,114;127992,48
2014-09-11 23:00:00;107,116;107,396;106,973;107,365;118353,01
2014-09-14 23:00:00;107,218;107,368;107,012;107,191;98310,5
2014-09-15 23:00:00;107,191;107,333;106,812;107,131;126780,69
2014-09-16 23:00:00;107,131;108,393;107,103;108,381;113675,27
2014-09-17 23:00:00;108,381;108,962;108,325;108,699;103188,33
2014-09-18 23:00:00;108,699;109,463;108,595;109,075;120290,34
2014-09-21 23:00:00;109,05;109,196;108,667;108,842;93796,27
2014-09-22 23:00:00;108,841;108,995;108,256;108,895;96198,75
2014-09-23 23:00:00;108,895;109,154;108,463;109,046;102238,62
2014-09-24 23:00:00;109,046;109,375;108,525;108,757;114192,36
2014-09-25 23:00:00;108,76;109,537;108,48;109,317;110281,46
2014-09-28 23:00:00;109,33;109,748;109,132;109,5;109367,6
2014-09-29 23:00:00;109,502;109,849;109,189;109,656;113757,92
2014-09-30 23:00:00;109,653;110,093;108,872;108,896;134595,73
2014-10-01 23:00:00;108,9;109,121;108,012;108,425;155915,33
2014-10-02 23:00:00;108,426;109,905;108,361;109,769;106647,68
2014-10-05 23:00:00;109,736;109,87;108,656;108,788;96720,15
2014-10-06 23:00:00;108,79;109,237;107,823;108,034;137450,46
2014-10-07 23:00:00;108,034;108,746;107,757;108,092;145750,71
2014-10-08 23:00:00;108,093;108,32;107,531;107,846;162022,36
2014-10-09 23:00:00;107,846;108,157;107,624;107,665;148803,93
2014-10-12 23:00:00;107,558;107,62;106,783;106,841;120327,65
2014-10-13 23:00:00;106,847;107,314;106,675;107,054;151821,25
2014-10-14 23:00:00;107,054;107,498;105,2;105,923;207385,64
2014-10-15 23:00:00;105,935;106,464;105,509;106,344;196708,94
2014-10-16 23:00:00;106,341;106,944;106,138;106,918;127631,63
2014-10-19 23:00:00;107,227;107,395;106,784;106,955;105598,44
2014-10-20 23:00:00;106,955;107,025;106,254;106,999;116268,57
2014-10-21 23:00:00;107,006;107,378;106,792;107,144;104067,27
2014-10-22 23:00:00;107,147;108,356;107,108;108,276;110697,88
2014-10-23 23:00:00;108,278;108,314;107,787;108,185;98994,91
2014-10-26 23:00:00;108,37;108,382;107,608;107,824;85785,34
2014-10-27 23:00:00;107,824;108,19;107,697;108,169;82063,41
2014-10-28 23:00:00;108,163;108,965;107,946;108,9;83762,7
2014-10-29 23:00:00;108,899;109,468;108,751;109,22;107283,88
2014-10-30 23:00:00;109,222;112,478;109,178;112,348;154154,9
2014-11-03 00:00:00;112,716;114,217;112,575;114,048;120052,09
2014-11-04 00:00:00;114,051;114,059;113,172;113,607;129610,89
2014-11-05 00:00:00;113,604;114,858;113,42;114,644;139792,94
2014-11-06 00:00:00;114,647;115,518;114,067;115,217;155928,99
2014-11-07 00:00:00;115,216;115,626;114,257;114,612;158200,37
2014-11-10 00:00:00;114,55;114,91;113,862;114,861;119372,52
2014-11-11 00:00:00;114,865;116,106;114,639;115,786;133127,15
2014-11-12 00:00:00;115,784;116,019;114,89;115,489;154951,14
2014-11-13 00:00:00;115,492;115,887;115,312;115,779;121393,77
2014-11-14 00:00:00;115,781;116,828;115,728;116,348;136366,48
2014-11-17 00:00:00;116,501;117,06;115,457;116,652;143671,46
2014-11-18 00:00:00;116,653;117,052;116,341;116,863;115150,47
2014-11-19 00:00:00;116,871;118,087;116,82;117,97;144149,72
2014-11-20 00:00:00;117,974;118,982;117,746;118,221;162203,25
2014-11-21 00:00:00;118,227;118,372;117,362;117,803;150694,64
2014-11-24 00:00:00;117,92;118,487;117,584;118,278;94488,32
2014-11-25 00:00:00;118,279;118,579;117,693;117,977;125247,33
2014-11-26 00:00:00;117,981;117,984;117,442;117,74;88068,84
2014-11-27 00:00:00;117,738;117,886;117,241;117,708;66692,29
2014-11-28 00:00:00;117,713;118,776;117,711;118,696;92208,19
2014-12-01 00:00:00;118,769;119,151;117,878;118,407;123050,07
2014-12-02 00:00:00;118,408;119,288;118,225;119,216;110014,5
2014-12-03 00:00:00;119,216;119,869;119,132;119,796;105956,3
2014-12-04 00:00:00;119,803;120,255;119,341;119,787;120003,41
2014-12-05 00:00:00;119,787;121,689;119,708;121,546;120782,07
2014-12-08 00:00:00;121,598;121,854;120,206;120,686;120407,18
2014-12-09 00:00:00;120,702;121,007;117,949;119,702;162943,34
2014-12-10 00:00:00;119,702;119,919;117,718;117,821;168486,87
2014-12-11 00:00:00;117,824;119,559;117,447;118,657;153682,6
2014-12-12 00:00:00;118,658;119,207;118,055;118,849;152597,74
2014-12-15 00:00:00;118,696;119,063;117,569;117,83;177177,38
2014-12-16 00:00:00;117,827;118,017;115,574;116,415;195105,73
2014-12-17 00:00:00;116,415;118,907;116,309;118,659;168573,08
2014-12-18 00:00:00;118,656;119,313;118,263;118,847;127942,37
2014-12-19 00:00:00;118,847;119,626;118,824;119,555;116602,09
2014-12-22 00:00:00;119,562;120,091;119,318;120,059;89023,88
2014-12-23 00:00:00;120,056;120,83;119,979;120,695;74016,65
2014-12-24 00:00:00;120,694;120,767;120,283;120,518;63006,16
2014-12-25 00:00:00;120,518;120,573;120,006;120,098;10877,5
2014-12-26 00:00:00;120,13;120,465;120,111;120,375;40195,37
2014-12-29 00:00:00;120,376;120,738;120,175;120,675;77549,4
2014-12-30 00:00:00;120,682;120,694;118,868;119,48;100545,67
2014-12-31 00:00:00;119,479;119,947;119,254;119,787;59120,25
2015-01-01 00:00:00;119,788;119,859;119,788;119,859;1,5
2015-01-02 00:00:00;119,783;120,743;119,733;120,54;83902,01
2015-01-05 00:00:00;120,519;120,662;119,378;119,639;141334,37
2015-01-06 00:00:00;119,644;119,648;118,056;118,4;162412,99
2015-01-07 00:00:00;118,409;119,654;118,409;119,261;157929,46
2015-01-08 00:00:00;119,265;119,966;119,162;119,668;128866,26
2015-01-09 00:00:00;119,668;119,88;118,422;118,554;149531,14
